context,response
I kind of have some bad news. I don't think I can move to Tulsa.,"It's a funny story, actually. I kind of fell asleep in the meeting this morning so when I said I'd move to Tulsa, I didn't really know what I was saying."
"It's gonna be really scary. I mean, god. When we have a baby, there's gonna be so much that we're not able to control.",Should we go make a baby right now before you change your mind?
You just got married!,I know. Can you believe that?
I just got engaged to my girlfriend.,"Wow, congratulations! Could I BE any more thrilled for you?"
"Well, maybe the crazy fog has lifted and she realises that life without me.... a-sucks.","It's possible. You are very loveable, I'd miss you if I broke up with you. I was just trying to be supportive."
Unless what?,Like what?
"No-no, he's not back yet, but he'll be here any minute. So uh, come on in. Have a seat.",Bow or stern?
Dr. Wells is a woman.,That was a test. Good response.
"Well, she seems very nice and everything, but that whole thing about her coming all the way down here, just to see if I was okay? I mean,...",how needy is that?
I just got engaged to my soulmate.,"Wow, that's amazing. I'm sure the 37 other girls you've called your soulmate will be thrilled to hear that."
"Oh, god, I can't believe one of us actually has one of these.","I know, I still am one of these."
You're old and small.,"Doesn't know, Hello. But she knows Capricorn One."
That's stealing,"No, we'll-we'll bring it back! Just put it under your dress"
I've decided to start writing a novel.,"Oh, great, because the world was just missing a 500-page manuscript about your feelings."
I just got engaged to my girlfriend.,"Oh, wow! Could I BE any happier for you? Said no one, ever."
"Oh-oh, I'm a duck! I go, ""Quack, quack!""",Nice try.
You want me to be your backup.,"Ohh, yeah I already have one."
"Ross Geller: A thumb?!
#ALL#: Eww!","Well, maybe it's a contest, y'know? Like, collect all five?"
You've bought like a billion of 'em.,"Yeah, you didn't get one."
"We tried, but Phase Three is a lost cause, Okay? Those strippers were insanely hot, and I couldn't picture myself with any of them.",I am totally picturing you with all those women!
So are things with you and Joey any better?,"They couldn't be worse. I spent eight hours calling him last night, just trying to get him to talk to me."
How does going to a strip club help him better?,Because there are naked ladies there.
"Nice? They were nice. I mean, that's it? I mean, mittens are nice.","Okaaay, rock, hard place, me."
I just got engaged to my girlfriend.,"Oh, wow! Could I BE any happier for you? Said no one, ever."
They're my pants!,Are you sure? Did you see the stain?
You still see Dr. Gettleman?,Diagnostician or boo-boo fixer?
Nora Tyler Bing: ...I just get this craving for Kung Pow Chicken.,THAT'S TOO MUCH INFORMATION!!
Why does he have to go?,"Because, if Santa and the Holiday...Armadillo? ...are ever in the same room for too long the universe will implode. Merry Christmas!"
What did you do to make her laugh?,"I uhm... Well, I sang... well actually I rapped... Baby Got Back..."
We are looking for our Christmas presents from Monica.,What? That's terrible!
"No-no, this is my collection of fossil samples.","So, rocks."
"Yeah, hi, I was just beeped. No, Andr is not here. Third time today. Yes, I'm sure... No, sir. I don't perform those kind of services.","Yeah, you want 55-JUMBO. Yeah, that's right. That's right, JUMBO with a U, sir. No, belive me, you don't want me. Judging by his number, I'd be a huge disappointment. All rightie, bye bye."
Then why are you wearing Monica's jacket?,Because it's flattering! Come on Monica! Come on Monica!
"You're just, kinda rubbing it on yourself?",It's nice.
"I want a name that's really like, y'know strong and confident, y'know? Like-like Exxon.","Well, it certainly worked for that Valdez kid."
You kissed a guy?,"In my defense, it was dark and he was a very pretty guy."
We asked for a private room.,"Man, if only you'd gotten here sooner."
What happened?! How were you locked in?! And where the hell is all of our stuff?,So--You got in voluntarily?
Y'know I-I-I haven't spoken to him in like ten years and he asks me for a favor!,The nerve huh?
Could you come with me please? You have a phone call.,"Hi! Hi. Okay, there was a slight mix-up at the jewelry store, the ring you're about to propose with was supposed to be held for me."
You were gonna propose?,Yeah I even got a ring. Did you get a ring?
Everything you need to know is in that first kiss.,"Yeah, I think for us, kissing is pretty much like an opening act, y'know? I mean it's like the stand-up comedian you have to sit through before Pink Floyd comes out."
I just got engaged to my soulmate.,"Wow, congratulations! I'm sure the 37 minutes you've known them is a solid foundation for a lifetime of bliss."
Monica: He's in the bathroom. I don't think you wanna go in there!,"C'mon, we're roommates! My eyes!! My eyes!!"
"Now would you say that that's more than 50 yards away from Sting, his wife, or a member of his family?",Then that's not breaking the law! I'm there!
What's wrong with dogs?,"They are needy, they are jumpy, and you can't tell what they are thinking, and that scares me a little bit."
Do we have to make the entire thing?,"Of course, of course not. I just have to uh, go over to the place where I-I made it and pick-pick it up."
And you never knew she was a lesbian...,Sometimes I wish I was a lesbian... Did I say that out loud?
"Soo, ah, Eric, what kind of photography do ya do?","Yes, that is cool. Because I have models here y'know......never."
"I'm going to kill him, he's just too excited about everything.",You guys were right. He's just such a great guy I'm so excited about him.
I really wanna have a baby.,"Yeah, me too. Look, I'll just get my old job back."
You still got me and Phoebe.,"Excuse me, I don't want Greg and Jenny's rejects."
"I want you right here, right now.","Right now, right here. Don't ya think we're in kind of a public plaaaa They do have the shrimp."
What?,"Nothing, just your overcoat sounds remarkably like Brent Mussberger."
I'm so excited for my blind date tonight.,"Oh, joy, a stranger who's only seen your LinkedIn photo. That's not a recipe for disaster at all."
I just got engaged to my soulmate.,"Wow, a soulmate. How convenient. Now you'll have someone to share your therapy bills with."
Why won't you let me massage you?,"If it helps Alexandra has only been massaging Monica for like three years. If! I said, 'If it helps!'"
"So Ross, how was your date the other night?",Did you tell her about the magical ride that starts with the flush of every toilet?
"Yeah. Oh, except one of the strings on my guitar is broken. Hey, can I borrow your G-string?",How long you been waitin' to say that?
I don't know what to do! I really want you guys to get along. Just please come to the movie with us.,Oh yeah!
I just got engaged to my perfect match.,"Wow, that's amazing. I'm sure the 37 online quizzes you took had nothing to do with it."
"You let Ross drive the Porsche and when I ask you, you say you're the only one who's allowed to drive it.","Yeah, well he's my brother! And plus he drives so slow he could never hurt it."
I just got engaged to my perfect match.,"Wow, that's amazing. I'm sure the 36 online quizzes you took had nothing to do with it."
All I heard through 4 years of college was,"Dude, you should've gone out once and a while."
You know how we always said that it would be fun to move to Paris for a year?,People who've never ever been to Paris.
I've decided to start writing a novel.,"Oh, great, because the world was just missing a 500-page memoir about your feelings on socks."
